Movie Countries,log_revenues,Revenue with inflation,Countries_List,primary countries,United_States_of_America,United_Kingdom,France,Germany,Canada,South_Korea,Japan,Australia,Italy,Spain,Hong_Kong,New_Zealand,Ireland,China,Others
['United States of America'],17.407848446626634,36318886.26170752,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.7887180196946,53154749.53368554,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.354578080477236,4660242.672907861,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.188445141288428,1451989.3524091293,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.481069659913254,715738.1450972104,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.123110489796694,201865156.38207945,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.24613071645695,11365928.571935756,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.86589237159508,424274993.0985207,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.584313363168405,43328161.52337278,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Hong Kong']",17.65883503216693,46680404.56724429,"['United States of America', 'Hong Kong']","['United States of America', 'Hong Kong']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"['United States of America', 'Germany']",14.508229086522372,1999142.879712595,"['United States of America', 'Germany']","['United States of America', 'Germany']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.389214437851024,13114308.419273034,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.342236524319707,622959.3359678782,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.58133963893929,15892210.45950972,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.398586544903647,35984057.27658495,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.82425469675396,2742155.085460693,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.35631927545,93766600.15405747,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.286917118800872,32181976.5328825,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.510137844902946,40230575.33241758,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.961418262800564,63174940.082459845,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Australia', 'New Zealand']",14.790690679198804,2651644.7855029586,"['Australia', 'New Zealand']","['Australia', 'New Zealand']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"['United States of America', 'Hungary', 'Germany']",15.39639324819976,4859243.125232459,"['United States of America', 'Hungary', 'Germany']","['United States of America', 'Others', 'Germany']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],17.49584967661398,39659841.18415047,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.08763794055151,194829999.8303888,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Canada']",16.846363336039342,20714890.26352493,"['United States of America', 'Canada']","['United States of America', 'Canada']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.102250238077183,26755489.84437869,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.795366536206814,53509327.165173285,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.857038641027946,2833543.5978021976,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",16.08642932437394,9688298.009002537,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.805090152033944,7312458.914919695,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.189380759298256,29191284.86897717,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.763364081276851,7013616.846830092,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.2633931699854,31433764.320287403,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.742980252518443,375203931.149366,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.614445298391118,16427138.280896025,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.82108681812062,149243061.2129332,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],12.54091376755684,279543.66018596786,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.020475035267827,3336640.5494928146,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],14.894658738959274,2942172.285080304,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.586357912522807,43416838.70959425,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Japan']",17.501222664985196,39873506.54636517,"['United States of America', 'Japan']","['United States of America', 'Japan']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
['United Kingdom'],16.865946329388915,21124547.891420115,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.248252226755213,1541477.9573964495,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['France'],14.775216229830011,2610927.8907861365,['France'],['France'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.49301244053372,107501186.26923075,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.254927860165829,4218237.143237531,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.88162199487936,21458298.283305157,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.024546689317535,24755213.94699915,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Poland'],13.916292575509177,1106035.5191462382,['Poland'],['Others'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],17.189236850638817,29187084.29256128,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.158764628790607,28311103.310397293,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.437431864962715,37409373.71090448,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.941128417702057,22773961.86153846,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.02138525663345,182340295.84915468,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.731842034589125,18473392.92578191,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",16.81105953558492,19996334.41728656,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.87952878631876,7877560.13474218,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.83404970612254,20461378.797464076,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.1677276777586,3865987.393026204,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.28853999347416,32234246.249661878,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.34985522742705,34272547.50633981,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.83124506375117,20404072.347125947,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.25801263908187,31265088.17049873,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.831872901997517,20416886.82641589,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],20.09939998678017,535868839.5616229,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.544846326040357,15322705.80857988,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.35555488910972,254689289.8762468,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.30188858024606,1626414.7010143702,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.855873085374144,7693397.760946745,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.509536397496248,14791102.825063396,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.769055762052137,141676346.20680472,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.322864223379574,1660890.1032121724,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Australia', 'New Zealand']",17.33772967772862,33859483.40393068,"['Australia', 'New Zealand']","['Australia', 'New Zealand']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"['United States of America', 'Canada']",15.34676393989583,4623968.790701605,"['United States of America', 'Canada']","['United States of America', 'Canada']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.429608536771,1847988.922358411,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.443380996143553,13844256.288123414,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],12.813612466388008,367181.8345731192,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.844482383866367,7606261.775612848,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],12.86458635871506,386383.7628064243,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['France', 'United States of America', 'Italy']",15.99689036661054,8858520.893575653,"['France', 'United States of America', 'Italy']","['France', 'United States of America', 'Italy']",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
['United States of America'],16.303552855664964,12037686.83038884,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],20.386850458462057,714326328.395224,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.37360958230298,12911249.999999998,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.37360958230298,12911249.999999998,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.52776026213024,15063124.999999998,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.66146387060962,46803281.24999999,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.65298059899391,849990.6249999999,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.74663608699844,376578125.0,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[],16.191288025509024,10759374.999999998,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.779074690411143,19366875.0,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
