Movie Countries,log_revenues,Revenue with inflation,Countries_List,primary countries,United_States_of_America,United_Kingdom,France,Germany,Canada,South_Korea,Japan,Australia,Italy,Spain,Hong_Kong,New_Zealand,Ireland,China,Others
['United States of America'],17.075026154345434,26036921.708185047,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.56420053057944,15622153.02491103,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",19.664292819457675,346811797.15302485,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.65524298393776,343687366.54804265,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.158735422471278,10414768.68327402,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.35265789094371,34368736.65480426,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.5938199477606,43742028.46975088,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.381878973785486,13018460.854092523,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.075026154345434,26036921.708185047,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Italy']",16.947192782835547,22912491.10320284,"['United States of America', 'Italy']","['United States of America', 'Italy']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
['United States of America'],16.77392106156151,19267322.064056937,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.381878973785486,13018460.854092523,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.49520765909249,14580676.156583628,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.257347711139385,31244306.04982206,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.235696463607404,11247950.17793594,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",16.56420053057944,15622153.02491103,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.341056979265232,12497722.419928825,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.401327773956798,266618078.2918149,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.768173334905377,52073843.416370094,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.7183512104067,18225845.19572953,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.411498390966646,36451690.39145907,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.158735422471278,10414768.68327402,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",16.876575215621592,21350275.80071174,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.382510854093393,35410213.52313167,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.969665638687605,23433229.537366543,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.969665638687605,23433229.537366543,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.7183512104067,18225845.19572953,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.863483514709703,57281227.7580071,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.85188260303122,20829537.36654804,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.944309132612247,62103265.65836298,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.158735422471278,10414768.68327402,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.7183512104067,18225845.19572953,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",15.242444690597122,4165907.473309608,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.497676087207697,39732342.52669039,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.43966926793334,37493167.25978647,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.421099686938767,13539199.288256224,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.467068242121456,38534644.12811387,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.54502978359117,41659074.73309608,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.82469790459113,149782965.04511493,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.33118197315044,33638505.74712644,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],17.999011345726096,65595086.20689655,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.740988614007115,374457404.20316094,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Italy']",17.77746907577886,52560165.22988506,"['United States of America', 'Italy']","['United States of America', 'Italy']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
['United States of America'],18.256947675387117,84896860.8045977,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.428881567532088,274066563.55517244,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.024329153710383,67277011.49425288,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.42979426181855,100915517.2413793,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Italy', 'United Kingdom']",19.605913173218752,327144711.3158046,"['Italy', 'United Kingdom']","['Italy', 'United Kingdom']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",21.191911684191037,1597829022.9885058,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.689695336167688,355734539.8797414,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Ireland']",18.395892710142867,97551666.66666669,"['United States of America', 'Ireland']","['United States of America', 'Ireland']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
['United Kingdom'],20.29391156247806,650929280.7021552,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],21.179702331404943,1578439174.3731322,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.07951033822169,26153938.218390804,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.19961787511626,217915487.8367816,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'France', 'Italy']",18.742674063170416,137987555.72787356,"['United States of America', 'France', 'Italy']","['United States of America', 'France', 'Italy']",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
['United States of America'],19.014801605018864,181143773.9295977,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.68255723031392,353204310.3448276,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.02282802758412,67176095.9770115,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.927267440867254,61053887.93103448,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.453306556527444,280843057.35718393,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Italy']",17.616644333863906,44751894.36034483,"['United States of America', 'Italy']","['United States of America', 'Italy']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
['United States of America'],15.890431426234487,7963916.235632184,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",15.157429751999365,3826380.028735632,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],19.04844124587896,187341037.891523,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['France', 'Italy']",15.45596208753028,5157497.749281609,"['France', 'Italy']","['France', 'Italy']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
['United States of America'],17.86181022421261,57185459.77011494,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],20.01391436626836,491963146.55172414,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.583944941645807,117734770.11494254,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],16.246472589651322,11369814.942528736,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",18.98941004975397,176602155.1724138,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.022523645041797,182547988.1231322,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],15.775163803438714,7096865.76812596,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
['United States of America'],17.880177116142473,58245483.80399385,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],12.920280761699988,408513.7129288274,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
['United States of America'],13.155876132496294,517040.3167178699,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.145236585029195,10275126.04093702,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Canada', 'India']",16.563924249713864,15617837.519124422,"['Canada', 'India']","['Canada', 'Others']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
['United States of America'],18.67860641227081,129424261.18189962,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Germany', 'United Kingdom', 'China']",15.629168661797046,6132841.017460316,"['United States of America', 'Germany', 'United Kingdom', 'China']","['United States of America', 'Germany', 'United Kingdom', 'China']",1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"['United States of America', 'Switzerland', 'Japan', 'New Zealand']",17.126748448455714,27419046.24910394,"['United States of America', 'Switzerland', 'Japan', 'New Zealand']","['United States of America', 'Others', 'Japan', 'New Zealand']",1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"['United States of America', 'France', 'Canada']",19.090259661073304,195341459.7987967,"['United States of America', 'France', 'Canada']","['United States of America', 'France', 'Canada']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.111656989791271,494675.36088069633,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],17.390052989626767,35678291.823451094,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"['United States of America', 'Japan']",17.746328685544505,50948643.11315924,"['United States of America', 'Japan']","['United States of America', 'Japan']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",17.63887490209819,45757894.95399385,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Slovakia', 'Slovak Republic', 'Czech Republic']",12.209918344516048,200770.6206349206,"['Slovakia', 'Slovak Republic', 'Czech Republic']","['Others', 'Others', 'Others']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],19.19128358175512,216106863.5050691,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Australia', 'New Zealand']",15.132255289065885,3731255.3466717866,"['Australia', 'New Zealand']","['Australia', 'New Zealand']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
['United States of America'],20.128323942306963,551594615.5407065,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],10.90711127258925,54562.999795186886,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Germany']",17.725419155857846,49894391.31251919,"['United States of America', 'Germany']","['United States of America', 'Germany']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],16.799857512663223,19773584.972299024,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",16.516678833250264,14897125.50609319,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Germany']",20.020815998396014,495370238.9346902,"['United States of America', 'Germany']","['United States of America', 'Germany']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
[],13.959373230266223,1154725.5218381975,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.41905566859846,13511553.180798767,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Germany']",18.559476128171177,114888899.51321045,"['United States of America', 'Germany']","['United States of America', 'Germany']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Germany']",16.561167629444004,15574844.356784431,"['United States of America', 'Germany']","['United States of America', 'Germany']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.872495785948736,21263356.263696875,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Japan', 'South Korea']",14.923595235068658,3028552.1804915518,"['Japan', 'South Korea']","['Japan', 'South Korea']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
['United States of America'],13.174140903454973,526570.7099590374,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'France']",16.42222052219417,13554383.007782895,"['United States of America', 'France']","['United States of America', 'France']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"['France', 'Iran']",10.44675011837738,34432.291807475674,"['France', 'Iran']","['France', 'Others']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],13.27578708416326,582909.4198156681,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",21.018924885408737,1344011835.801792,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.74483732504933,138286382.05020478,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.83897782798343,151937198.85148486,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],12.24139948043095,207191.648156682,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.38386212196955,96385094.08681516,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Spain', 'Denmark', 'Sweden', 'Switzerland', 'Israel', 'France', 'Argentina', 'United Kingdom', 'Germany', 'Netherlands']",13.826804083957782,1011357.5386072708,"['United States of America', 'Spain', 'Denmark', 'Sweden', 'Switzerland', 'Israel', 'France', 'Argentina', 'United Kingdom', 'Germany', 'Netherlands']","['United States of America', 'Spain', 'Others', 'Others', 'Others', 'Others', 'France', 'Others', 'United Kingdom', 'Germany', 'Others']",1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
"['United States of America', 'Germany']",19.261778542605995,231891127.76390165,"['United States of America', 'Germany']","['United States of America', 'Germany']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom', 'Germany']",17.560608064353218,42313132.81848438,"['United States of America', 'United Kingdom', 'Germany']","['United States of America', 'United Kingdom', 'Germany']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
['Germany'],16.599913752301887,16190152.61815156,['Germany'],['Germany'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],12.883492006789314,393758.0867895545,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.31404717519456,12164679.346927805,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Germany']",18.14097681423084,75600753.96868919,"['United States of America', 'Germany']","['United States of America', 'Germany']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Canada']",18.804105325595877,146730088.68543264,"['United States of America', 'Canada']","['United States of America', 'Canada']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
['South Korea'],15.336540530773418,4576936.888812084,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
['United States of America'],20.603044889226567,886724495.3161801,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.331437976750347,1675191.3855606758,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['France'],16.542902300531793,15292947.012928829,['France'],['France'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"['Canada', 'United Kingdom']",13.651885883202883,849060.635970302,"['Canada', 'United Kingdom']","['Canada', 'United Kingdom']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.187585425321537,79207807.01287761,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.666525946918716,2342023.7100102403,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.83749803118902,55811920.36720429,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.30152010370033,598104.1033794162,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['France'],19.06724254763349,190896613.2612135,['France'],['France'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],11.74833700059034,126542.9430875576,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],16.10141216717909,9834549.148105478,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
['South Korea'],17.083888933424603,26268706.806041986,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
['United States of America'],16.544695886367812,15320400.839119302,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'France', 'United Kingdom', 'Germany']",19.31338040892997,244171256.7361239,"['United States of America', 'France', 'United Kingdom', 'Germany']","['United States of America', 'France', 'United Kingdom', 'Germany']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"['France', 'Isle of Man', 'United Kingdom']",16.127428944979176,10093769.85030722,"['France', 'Isle of Man', 'United Kingdom']","['France', 'Others', 'United Kingdom']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],10.31621089991723,30218.53932411674,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.989640858386668,480165242.76618016,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['France'],15.3477135949159,4628362.051587301,['France'],['France'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'France', 'United Kingdom']",18.149263398823845,76229828.8531234,"['United States of America', 'France', 'United Kingdom']","['United States of America', 'France', 'United Kingdom']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"['Finland', 'Denmark', 'Sweden', 'Germany']",10.273198419170363,28946.321735791087,"['Finland', 'Denmark', 'Sweden', 'Germany']","['Others', 'Others', 'Others', 'Germany']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],19.19071030677084,215983010.35064003,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Canada']",19.125356488475383,202319054.79339477,"['United States of America', 'Canada']","['United States of America', 'Canada']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'France', 'United Kingdom']",17.504303695010066,39996547.46628264,"['United States of America', 'France', 'United Kingdom']","['United States of America', 'France', 'United Kingdom']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"['France', 'United States of America', 'United Kingdom']",17.353046504464643,34382095.40609319,"['France', 'United States of America', 'United Kingdom']","['France', 'United States of America', 'United Kingdom']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],18.26391469455952,85490404.07432155,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.20415782412472,29625849.26331285,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.0290623805345,67596203.65824372,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Japan'],17.00711366721389,24327395.672606245,['Japan'],['Japan'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
['South Korea'],16.073148170439797,9560476.916436251,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"['United States of America', 'Germany']",19.029310775059077,183791179.13010752,"['United States of America', 'Germany']","['United States of America', 'Germany']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.925553663831124,3034489.1959037376,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Canada', 'United Kingdom']",18.73298379188685,136656876.6126216,"['United States of America', 'Canada', 'United Kingdom']","['United States of America', 'Canada', 'United Kingdom']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",18.271389146853384,86131792.0470046,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.48296760662047,106426759.95860216,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.188950651522557,79316017.43538146,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Thailand'],17.98219303045207,64501112.54984638,['Thailand'],['Others'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],18.121604450701323,74150283.56149513,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Czech Republic', 'United Kingdom', 'Germany']",18.245093415314432,83896412.83796722,"['United States of America', 'Czech Republic', 'United Kingdom', 'Germany']","['United States of America', 'Others', 'United Kingdom', 'Germany']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
['United Kingdom'],17.14182609657247,27835593.36426011,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['Japan'],17.765872974976062,51954192.50645161,['Japan'],['Japan'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"['United States of America', 'Australia']",18.93012442748219,166436502.36725548,"['United States of America', 'Australia']","['United States of America', 'Australia']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"['United States of America', 'France']",18.664589698668568,127622813.06474651,"['United States of America', 'France']","['United States of America', 'France']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.78340879009808,390683680.8302611,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.304173184256346,241933434.9891961,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Canada', 'United Kingdom']",16.165913737927507,10489798.148694316,"['United States of America', 'Canada', 'United Kingdom']","['United States of America', 'Canada', 'United Kingdom']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.205340826989916,4014168.6664106497,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],15.572694880135725,5796094.462314388,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"['United Kingdom', 'Germany']",18.632362372638998,123575439.36943164,"['United Kingdom', 'Germany']","['United Kingdom', 'Germany']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.1718825968363,77973734.97334869,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Turkey'],15.5156992080287,5474980.149667178,['Turkey'],['Others'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],19.17860861636679,213385002.67575523,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.89177843696751,58925143.1985919,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Finland', 'Ukraine', 'Russia']",17.460832809857447,38295111.53556068,"['Finland', 'Ukraine', 'Russia']","['Others', 'Others', 'Others']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"['France', 'Belgium', 'Japan', 'Italy']",13.701812403924649,892527.3209933435,"['France', 'Belgium', 'Japan', 'Italy']","['France', 'Others', 'Japan', 'Italy']",0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
"['United States of America', 'Germany']",18.57596808255796,116799352.25230414,"['United States of America', 'Germany']","['United States of America', 'Germany']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['Ireland', 'United Kingdom']",15.591720801880385,5907426.23845366,"['Ireland', 'United Kingdom']","['Ireland', 'United Kingdom']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"['Malaysia', 'Hong Kong', 'China']",15.17717585881282,3902687.041321044,"['Malaysia', 'Hong Kong', 'China']","['Others', 'Hong Kong', 'China']",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
['United States of America'],17.919847815381644,60602567.33351254,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Germany']",17.16649811038667,28530895.49078341,"['United States of America', 'Germany']","['United States of America', 'Germany']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
