Movie Languages,log_revenues,Revenue with inflation,Languages_List,primary languages,Italian_Language,Arabic_Language,Russian_Language,German_Language,Spanish_Language,Standard_Mandarin,French_Language,Cantonese,Japanese_Language,English_Language,Korean_Language,Others
['English Language'],18.60398225378432,120117652.00186336,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.980136895649464,8711346.206832297,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.24739227331854,30934798.501552798,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.74002644759344,137622700.93664595,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['German Language'],14.179743739801824,1439409.8192546584,['German Language'],['German Language'],0,0,0,1,0,0,0,0,0,0,0,0
"['Hebrew Language', 'English Language', 'Yiddish Language']",14.08066967477712,1303638.3900621117,"['Hebrew Language', 'English Language', 'Yiddish Language']","['Others', 'English Language', 'Others']",0,0,0,0,0,0,0,0,0,1,0,1
['English Language'],19.78131099026972,389864963.7242236,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],20.06572486398668,518123849.8326087,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],21.08804111355765,1440190327.3304348,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],13.651425408795737,848669.7552795031,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.828931228123096,2755008.891925466,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.12926404688892,74720425.53191489,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],16.441148120163525,13813378.267021274,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],16.798930901772067,19755271.0393617,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.495931814255382,14591238.652482267,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.951788909795084,23018042.19858156,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.035639299731848,25031342.553191487,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.31645707065973,33146810.9929078,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.54994146039893,41864193.9716312,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],16.812085216399705,20016854.79574468,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],16.934467529880664,22622771.14751773,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Russian Language', 'English Language']",16.714798808802332,18161214.53900709,"['Russian Language', 'English Language']","['Russian Language', 'English Language']",0,0,1,0,0,0,0,0,0,1,0,0
['English Language'],17.397029477620926,35928071.27659574,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.514255089405363,14861062.411347516,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.97126018270598,8634360.283687942,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.856298371076033,20921719.148936167,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.229863245445035,82628337.23404254,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.071801411927858,9547609.929078013,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],15.972910262882271,8648619.431560284,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],16.99279003879774,23981422.80520161,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.90294133654969,8064169.888145161,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.050550030820716,9346850.791814515,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.46407418069292,38419441.58427419,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Japanese Language', 'English Language', 'Spanish Language']",18.582181146520306,117527293.12854835,"['Japanese Language', 'English Language', 'Spanish Language']","['Japanese Language', 'English Language', 'Spanish Language']",0,0,0,0,1,0,0,0,1,1,0,0
['English Language'],17.405431476244406,36231210.58673387,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],13.624401308707265,826042.3387096773,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.782879594190742,143648455.8858871,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.936087715947654,8335947.258064515,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.382667576502246,261689063.5243145,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.798308348022028,2671921.2690322576,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.03952216450128,25128724.81004032,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.202681632447245,10882664.109758064,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.944871786098869,8409493.34766129,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],16.65353989704167,17082069.379596774,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],17.76646375973672,51984895.32012096,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.082674013377844,71319048.77004032,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.771409726403395,19218996.06754032,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],20.08015754221678,525655988.3601613,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.442696522505074,5089532.423427419,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],11.544936909623342,103252.93221774192,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.128864499374604,27477127.777177416,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],12.09546314234588,179057.65758064514,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],11.9288918372565,151583.48939516128,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.96368315653949,63318186.76673386,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.48986077572235,5335327.221612902,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['French Language', 'English Language']",20.02770810570915,498796176.1834274,"['French Language', 'English Language']","['French Language', 'English Language']",0,0,0,0,0,0,1,0,0,1,0,0
['English Language'],16.048886664220667,9331316.475604838,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.17530645381983,28783315.485685483,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.61813143644714,16487802.720524192,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.42817798773468,37064788.791693546,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],11.20045535870895,73163.75,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.827866373632936,7480920.27375,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],12.52864208902156,276134.1532258064,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.725472219909264,135634214.3568145,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],14.193244596099968,1458974.859596774,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],18.81735815959747,148687620.9677419,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['English Language', 'Hungarian language']",16.509023713559085,14783521.607782256,"['English Language', 'Hungarian language']","['English Language', 'Others']",0,0,0,0,0,0,0,0,0,1,0,1
"['Standard Cantonese', 'Cantonese']",16.7427593491337,18676177.685443547,"['Standard Cantonese', 'Cantonese']","['Others', 'Cantonese']",0,0,0,0,0,0,0,1,0,0,0,1
['English Language'],15.979958286467411,8709790.419354837,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.97375815740106,63959341.94907258,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],20.479207794396117,783442159.9621774,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.775166337212331,7096883.749999999,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],20.04669576866048,508357637.4950806,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.39195053708023,4837702.795927419,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.294611864040476,32430563.825,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],11.093049742505167,65712.8481048387,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.848975154690102,20769064.51612903,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Japanese Language', 'English Language']",19.573644482323186,316756685.12923384,"['Japanese Language', 'English Language']","['Japanese Language', 'English Language']",0,0,0,0,0,0,0,0,1,1,0,0
['Japanese Language'],17.261968596075114,31389016.480604835,['Japanese Language'],['Japanese Language'],0,0,0,0,0,0,0,0,1,0,0,0
['English Language'],17.76979411862876,52158312.2885887,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],16.842448218691853,20633947.59072581,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],17.602695458414246,44131989.300282255,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],10.23955522720646,27988.67455645161,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.653564705244776,46435030.74241935,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.877479893216805,21369599.65649193,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.454688189971368,14001684.334798386,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.895722432986268,2945303.521209677,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.625546347835506,45152054.82362903,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.558369827220188,5713656.972862903,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.535572673238878,2054560.8262903225,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.22234773188486,4083021.0747983865,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.815329408851312,20081898.77552419,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.034102191886543,184673912.3611693,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.944245741559635,8404230.277903225,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.33529940285629,91816208.46971773,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.377668442710192,95789960.6639516,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.443219961234693,37626530.62370967,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.718646549739056,18231228.79963709,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.190934905104836,10755576.315887095,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.204923769262752,219074797.21475804,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],10.50795313141225,36605.47620967741,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.92792257136022,3041686.1412903224,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.988519868144458,64910494.300282255,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.772889435150102,52320008.89633064,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.290843178609096,4372489.911491935,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.1740341924245,212411118.38862905,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],20.36795494237881,700955486.0767338,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.98010835600179,174967072.31814516,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.750574967156744,378064346.20669353,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Italian Language', 'English Language']",14.977484520163236,3196236.302741935,"['Italian Language', 'English Language']","['Italian Language', 'English Language']",1,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.58814373486109,43494442.742903225,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.237572073205275,226345256.06133065,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['English Language', 'Spanish Language']",19.72536067061153,368650895.1612903,"['English Language', 'Spanish Language']","['English Language', 'Spanish Language']",0,0,0,0,1,0,0,0,0,1,0,0
['English Language'],16.76924202030593,19177380.054516125,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.389077798789057,4823825.284637096,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.365018347782787,34796186.23471774,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.772692424358265,19243664.05189516,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.443268199997709,1873405.021169355,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],12.33081634569164,226571.6129032258,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.143945152218382,10261864.970766127,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
